CUST_ID,segment,persona,assignment_margin,distance_to_centroid,confident,model_version,assignment_agreement
C15059,2,Revolving Borrower,0.0861,4.195,False,1.0.0,0.45
C15060,0,Cash-Advance Reliant,0.792,1.232,True,1.0.0,0.45
C15061,1,High-Spend Transactor,0.5356,2.7635,True,1.0.0,0.575
C15062,1,High-Spend Transactor,0.477,2.8997,True,1.0.0,0.575
C15063,0,Cash-Advance Reliant,0.6228,2.3984,True,1.0.0,0.45
C15064,2,Revolving Borrower,0.7839,0.9811,True,1.0.0,0.475
C15065,0,Cash-Advance Reliant,0.288,3.3558,True,1.0.0,0.45
C15067,1,High-Spend Transactor,0.5877,2.6152,True,1.0.0,0.575
C15068,1,High-Spend Transactor,0.4337,3.6125,True,1.0.0,0.575
C15069,1,High-Spend Transactor,0.2809,4.2721,True,1.0.0,0.575
C15070,1,High-Spend Transactor,0.3357,5.135,True,1.0.0,0.575
C15071,1,High-Spend Transactor,0.3921,3.9403,True,1.0.0,0.575
C15073,0,Cash-Advance Reliant,0.5257,2.9732,True,1.0.0,0.45
C15074,2,Revolving Borrower,0.4314,2.6247,True,1.0.0,0.475
C15075,0,Cash-Advance Reliant,0.8041,1.1752,True,1.0.0,0.45
C15076,1,High-Spend Transactor,0.4909,3.7623,True,1.0.0,0.575
C15077,1,High-Spend Transactor,0.3041,4.2722,True,1.0.0,0.575
C15078,1,High-Spend Transactor,0.3054,3.7527,True,1.0.0,0.575
C15079,2,Revolving Borrower,0.2331,4.1484,True,1.0.0,0.475
C15080,0,Cash-Advance Reliant,0.3055,5.6778,True,1.0.0,0.45
C15081,0,Cash-Advance Reliant,0.5351,3.1871,True,1.0.0,0.45
C15082,0,Cash-Advance Reliant,0.7917,1.2803,True,1.0.0,0.45
C15083,1,High-Spend Transactor,0.3245,4.1433,True,1.0.0,0.575
C15084,2,Revolving Borrower,0.6076,1.9721,True,1.0.0,0.475
C15085,1,High-Spend Transactor,0.6106,2.0211,True,1.0.0,0.575
C15086,1,High-Spend Transactor,0.2,4.1899,True,1.0.0,0.575
C15087,0,Cash-Advance Reliant,0.7177,1.6848,True,1.0.0,0.45
C15088,0,Cash-Advance Reliant,0.7137,1.7861,True,1.0.0,0.45
C15089,1,High-Spend Transactor,0.2821,4.093,True,1.0.0,0.575
C15090,1,High-Spend Transactor,0.4999,3.028,True,1.0.0,0.575
C15091,0,Cash-Advance Reliant,0.5871,2.6652,True,1.0.0,0.45
C15092,0,Cash-Advance Reliant,0.8474,0.944,True,1.0.0,0.45
C15093,1,High-Spend Transactor,0.0304,5.3397,False,1.0.0,0.575
C15094,0,Cash-Advance Reliant,0.8011,1.2101,True,1.0.0,0.45
C15095,1,High-Spend Transactor,0.1227,4.5382,False,1.0.0,0.575
C15096,0,Cash-Advance Reliant,0.5975,2.7793,True,1.0.0,0.45
C15097,1,High-Spend Transactor,0.5588,2.8079,True,1.0.0,0.575
C15098,2,Revolving Borrower,0.031,4.3949,False,1.0.0,0.325
C15099,2,Revolving Borrower,0.6688,2.0234,True,1.0.0,0.475
C15100,2,Revolving Borrower,0.4849,2.479,True,1.0.0,0.475
C15101,0,Cash-Advance Reliant,0.2798,3.1191,True,1.0.0,0.45
C15102,1,High-Spend Transactor,0.3455,4.447,True,1.0.0,0.575
C15103,1,High-Spend Transactor,0.5472,2.8484,True,1.0.0,0.575
C15104,1,High-Spend Transactor,0.3387,3.7684,True,1.0.0,0.575
C15105,0,Cash-Advance Reliant,0.1433,3.0652,False,1.0.0,0.45
C15106,1,High-Spend Transactor,0.4574,3.8871,True,1.0.0,0.575
C15107,0,Cash-Advance Reliant,0.6496,2.4248,True,1.0.0,0.45
C15108,1,High-Spend Transactor,0.5945,2.3669,True,1.0.0,0.575
C15109,1,High-Spend Transactor,0.6799,1.8397,True,1.0.0,0.575
C15110,1,High-Spend Transactor,0.2236,4.7721,True,1.0.0,0.575
C15111,0,Cash-Advance Reliant,0.2068,3.1831,True,1.0.0,0.45
C15112,0,Cash-Advance Reliant,0.6039,2.6423,True,1.0.0,0.45
C15113,1,High-Spend Transactor,0.2931,5.6126,True,1.0.0,0.575
C15114,2,Revolving Borrower,0.8349,0.7852,True,1.0.0,0.475
C15115,2,Revolving Borrower,0.2884,3.2492,True,1.0.0,0.475
C15116,0,Cash-Advance Reliant,0.5761,2.5646,True,1.0.0,0.45
C15117,1,High-Spend Transactor,0.2374,4.0167,True,1.0.0,0.575
C15118,1,High-Spend Transactor,0.2032,3.4468,True,1.0.0,0.575
C15121,1,High-Spend Transactor,0.5554,2.6372,True,1.0.0,0.575
C15122,2,Revolving Borrower,0.0559,5.2551,False,1.0.0,0.475
C15123,2,Revolving Borrower,0.5058,2.9293,True,1.0.0,0.475
C15124,1,High-Spend Transactor,0.3456,2.8262,True,1.0.0,0.575
C15125,1,High-Spend Transactor,0.4001,3.2874,True,1.0.0,0.575
C15126,0,Cash-Advance Reliant,0.313,5.4327,True,1.0.0,0.45
C15127,1,High-Spend Transactor,0.3901,3.575,True,1.0.0,0.575
C15128,0,Cash-Advance Reliant,0.6032,2.6198,True,1.0.0,0.45
C15129,1,High-Spend Transactor,0.3364,4.1419,True,1.0.0,0.575
C15130,0,Cash-Advance Reliant,0.852,0.888,True,1.0.0,0.45
C15131,1,High-Spend Transactor,0.3944,3.0928,True,1.0.0,0.575
C15132,0,Cash-Advance Reliant,0.2364,3.0687,True,1.0.0,0.45
C15133,2,Revolving Borrower,0.5179,2.6523,True,1.0.0,0.475
C15134,1,High-Spend Transactor,0.5274,2.789,True,1.0.0,0.575
C15135,0,Cash-Advance Reliant,0.6798,1.9231,True,1.0.0,0.45
C15136,0,Cash-Advance Reliant,0.4453,3.4968,True,1.0.0,0.45
C15137,2,Revolving Borrower,0.4249,2.7477,True,1.0.0,0.475
C15138,1,High-Spend Transactor,0.5697,1.8101,True,1.0.0,0.575
C15139,1,High-Spend Transactor,0.0781,3.2476,False,1.0.0,0.55
C15140,1,High-Spend Transactor,0.1896,3.7779,True,1.0.0,0.575
C15141,1,High-Spend Transactor,0.1786,5.635,True,1.0.0,0.575
C15142,1,High-Spend Transactor,0.1705,3.8972,True,1.0.0,0.575
C15143,1,High-Spend Transactor,0.3537,4.0502,True,1.0.0,0.575
C15144,1,High-Spend Transactor,0.3051,3.7426,True,1.0.0,0.575
C15145,2,Revolving Borrower,0.2444,3.4839,True,1.0.0,0.45
C15146,2,Revolving Borrower,0.0573,5.4732,False,1.0.0,0.475
C15147,1,High-Spend Transactor,0.3835,3.3042,True,1.0.0,0.575
C15148,1,High-Spend Transactor,0.2123,6.8645,True,1.0.0,0.575
C15149,1,High-Spend Transactor,0.5769,2.7652,True,1.0.0,0.575
C15150,1,High-Spend Transactor,0.6311,2.225,True,1.0.0,0.575
C15151,2,Revolving Borrower,0.561,2.5008,True,1.0.0,0.475
C15152,0,Cash-Advance Reliant,0.7388,1.5204,True,1.0.0,0.45
C15153,1,High-Spend Transactor,0.429,3.2013,True,1.0.0,0.575
C15154,1,High-Spend Transactor,0.4942,2.3541,True,1.0.0,0.575
C15155,1,High-Spend Transactor,0.2259,3.2479,True,1.0.0,0.575
C15156,0,Cash-Advance Reliant,0.7674,1.4567,True,1.0.0,0.45
C15157,1,High-Spend Transactor,0.1825,3.8635,True,1.0.0,0.575
C15158,0,Cash-Advance Reliant,0.5431,2.8288,True,1.0.0,0.45
C15159,2,Revolving Borrower,0.0919,5.276,False,1.0.0,0.475
C15160,0,Cash-Advance Reliant,0.6763,1.9147,True,1.0.0,0.45
C15161,1,High-Spend Transactor,0.6112,2.11,True,1.0.0,0.575
C15162,1,High-Spend Transactor,0.4611,3.7098,True,1.0.0,0.575
C15163,2,Revolving Borrower,0.5027,2.2542,True,1.0.0,0.475
C15164,2,Revolving Borrower,0.3917,3.9368,True,1.0.0,0.475
C15165,1,High-Spend Transactor,0.4137,3.8863,True,1.0.0,0.575
C15166,0,Cash-Advance Reliant,0.7202,1.811,True,1.0.0,0.45
C15167,2,Revolving Borrower,0.3189,3.3559,True,1.0.0,0.475
C15168,1,High-Spend Transactor,0.4207,3.155,True,1.0.0,0.575
C15169,1,High-Spend Transactor,0.1344,4.0995,False,1.0.0,0.575
C15170,1,High-Spend Transactor,0.4275,3.7621,True,1.0.0,0.575
C15171,1,High-Spend Transactor,0.5376,2.736,True,1.0.0,0.575
C15172,2,Revolving Borrower,0.5078,2.5404,True,1.0.0,0.475
C15173,0,Cash-Advance Reliant,0.4159,2.6701,True,1.0.0,0.45
C15174,0,Cash-Advance Reliant,0.4137,2.5393,True,1.0.0,0.45
C15175,1,High-Spend Transactor,0.4298,3.8831,True,1.0.0,0.575
C15177,0,Cash-Advance Reliant,0.7222,1.6983,True,1.0.0,0.45
C15178,0,Cash-Advance Reliant,0.5931,2.5655,True,1.0.0,0.45
C15179,1,High-Spend Transactor,0.4291,3.4018,True,1.0.0,0.575
C15180,2,Revolving Borrower,0.2605,3.601,True,1.0.0,0.45
C15181,1,High-Spend Transactor,0.2728,4.2019,True,1.0.0,0.575
C15182,0,Cash-Advance Reliant,0.6939,1.9105,True,1.0.0,0.45
C15183,1,High-Spend Transactor,0.2519,6.0231,True,1.0.0,0.575
C15184,2,Revolving Borrower,0.2359,4.0047,True,1.0.0,0.45
C15185,1,High-Spend Transactor,0.2779,3.5499,True,1.0.0,0.575
C15186,1,High-Spend Transactor,0.3491,2.8281,True,1.0.0,0.575
C15187,0,Cash-Advance Reliant,0.7605,1.4096,True,1.0.0,0.45
C15188,1,High-Spend Transactor,0.375,3.2789,True,1.0.0,0.575
C15189,0,Cash-Advance Reliant,0.7734,1.3955,True,1.0.0,0.45
C15190,1,High-Spend Transactor,0.1445,5.4961,False,1.0.0,0.575
C15191,1,High-Spend Transactor,0.5243,2.8034,True,1.0.0,0.575
C15192,1,High-Spend Transactor,0.3541,2.9571,True,1.0.0,0.575
C15193,1,High-Spend Transactor,0.4707,2.8964,True,1.0.0,0.6
C15194,0,Cash-Advance Reliant,0.2884,2.5866,True,1.0.0,0.45
C15195,2,Revolving Borrower,0.3764,3.2002,True,1.0.0,0.475
C15196,2,Revolving Borrower,0.0723,5.2703,False,1.0.0,0.475
C15197,1,High-Spend Transactor,0.4456,3.7983,True,1.0.0,0.575
C15198,1,High-Spend Transactor,0.5157,2.934,True,1.0.0,0.575
C15199,0,Cash-Advance Reliant,0.7005,1.4285,True,1.0.0,0.45
C15200,1,High-Spend Transactor,0.1491,3.9199,False,1.0.0,0.575
C15201,2,Revolving Borrower,0.1834,3.8243,True,1.0.0,0.45
C15202,1,High-Spend Transactor,0.5024,3.2509,True,1.0.0,0.575
C15203,0,Cash-Advance Reliant,0.5916,2.5025,True,1.0.0,0.45
C15204,0,Cash-Advance Reliant,0.7626,1.4556,True,1.0.0,0.45
C15206,1,High-Spend Transactor,0.8927,0.5314,True,1.0.0,0.575
C15207,1,High-Spend Transactor,0.4685,3.2349,True,1.0.0,0.575
C15208,1,High-Spend Transactor,0.4141,3.2767,True,1.0.0,0.6
C15209,0,Cash-Advance Reliant,0.4982,3.4939,True,1.0.0,0.45
C15210,1,High-Spend Transactor,0.389,4.1249,True,1.0.0,0.575
C15211,0,Cash-Advance Reliant,0.6575,2.073,True,1.0.0,0.45
C15212,0,Cash-Advance Reliant,0.5527,2.8752,True,1.0.0,0.45
C15213,1,High-Spend Transactor,0.5018,2.8513,True,1.0.0,0.575
C15214,1,High-Spend Transactor,0.4232,3.1147,True,1.0.0,0.575
C15215,1,High-Spend Transactor,0.704,1.5531,True,1.0.0,0.575
C15216,1,High-Spend Transactor,0.3844,4.0309,True,1.0.0,0.575
C15217,1,High-Spend Transactor,0.5239,2.971,True,1.0.0,0.575
C15218,1,High-Spend Transactor,0.3774,3.0685,True,1.0.0,0.575
C15219,1,High-Spend Transactor,0.6,2.397,True,1.0.0,0.575
C15220,0,Cash-Advance Reliant,0.3828,4.574,True,1.0.0,0.45
C15221,1,High-Spend Transactor,0.4138,3.2211,True,1.0.0,0.575
C15222,0,Cash-Advance Reliant,0.521,3.1684,True,1.0.0,0.45
C15223,1,High-Spend Transactor,0.5287,2.6037,True,1.0.0,0.575
C15224,1,High-Spend Transactor,0.526,3.1889,True,1.0.0,0.575
C15225,1,High-Spend Transactor,0.1975,6.1334,True,1.0.0,0.575
C15226,0,Cash-Advance Reliant,0.7229,1.639,True,1.0.0,0.45
C15227,1,High-Spend Transactor,0.433,3.1285,True,1.0.0,0.575
C15228,0,Cash-Advance Reliant,0.7896,1.2938,True,1.0.0,0.45
C15229,1,High-Spend Transactor,0.169,5.139,True,1.0.0,0.575
C15230,1,High-Spend Transactor,0.1953,3.874,True,1.0.0,0.575
C15232,2,Revolving Borrower,0.3952,3.4063,True,1.0.0,0.475
C15233,1,High-Spend Transactor,0.1884,3.9009,True,1.0.0,0.575
C15234,2,Revolving Borrower,0.153,3.5646,True,1.0.0,0.475
C15235,1,High-Spend Transactor,0.3526,3.6361,True,1.0.0,0.575
C15236,0,Cash-Advance Reliant,0.734,1.6482,True,1.0.0,0.45
C15237,1,High-Spend Transactor,0.2048,3.5799,True,1.0.0,0.6
C15239,2,Revolving Borrower,0.5059,2.5471,True,1.0.0,0.475
C15240,1,High-Spend Transactor,0.5344,2.5953,True,1.0.0,0.575
C15241,0,Cash-Advance Reliant,0.6994,2.0144,True,1.0.0,0.45
C15242,0,Cash-Advance Reliant,0.543,2.9976,True,1.0.0,0.45
C15243,1,High-Spend Transactor,0.6516,1.5244,True,1.0.0,0.575
C15244,1,High-Spend Transactor,0.2844,4.4073,True,1.0.0,0.575
C15245,1,High-Spend Transactor,0.2917,4.4683,True,1.0.0,0.575
C15246,0,Cash-Advance Reliant,0.1471,3.817,False,1.0.0,0.45
C15247,0,Cash-Advance Reliant,0.7114,1.8241,True,1.0.0,0.45
C15248,1,High-Spend Transactor,0.5046,3.3908,True,1.0.0,0.575
C15249,1,High-Spend Transactor,0.296,3.7075,True,1.0.0,0.575
C15250,1,High-Spend Transactor,0.1247,4.2316,False,1.0.0,0.575
C15251,2,Revolving Borrower,0.6721,1.5777,True,1.0.0,0.475
C15252,0,Cash-Advance Reliant,0.3371,5.0936,True,1.0.0,0.45
C15253,1,High-Spend Transactor,0.3699,2.9883,True,1.0.0,0.6
C15254,1,High-Spend Transactor,0.7297,1.2254,True,1.0.0,0.575
C15255,1,High-Spend Transactor,0.4799,3.0864,True,1.0.0,0.575
C15256,2,Revolving Borrower,0.5072,3.4737,True,1.0.0,0.475
C15257,1,High-Spend Transactor,0.2214,4.4142,True,1.0.0,0.575
C15258,1,High-Spend Transactor,0.435,3.7715,True,1.0.0,0.575
C15259,1,High-Spend Transactor,0.377,4.5399,True,1.0.0,0.575
C15260,1,High-Spend Transactor,0.4622,2.8805,True,1.0.0,0.575
C15261,2,Revolving Borrower,0.62,2.1766,True,1.0.0,0.475
C15262,1,High-Spend Transactor,0.372,3.8632,True,1.0.0,0.575
C15263,2,Revolving Borrower,0.4819,2.8299,True,1.0.0,0.475
C15264,1,High-Spend Transactor,0.6544,2.0225,True,1.0.0,0.575
C15265,1,High-Spend Transactor,0.2175,3.2545,True,1.0.0,0.575
C15266,0,Cash-Advance Reliant,0.782,1.2997,True,1.0.0,0.45
C15267,1,High-Spend Transactor,0.1831,4.4399,True,1.0.0,0.575
C15268,0,Cash-Advance Reliant,0.6868,1.878,True,1.0.0,0.45
C15269,0,Cash-Advance Reliant,0.7779,1.3621,True,1.0.0,0.45
C15270,1,High-Spend Transactor,0.2577,4.3583,True,1.0.0,0.575
C15271,0,Cash-Advance Reliant,0.7877,1.2851,True,1.0.0,0.45
C15272,1,High-Spend Transactor,0.546,2.7496,True,1.0.0,0.575
C15273,1,High-Spend Transactor,0.5168,2.5595,True,1.0.0,0.6
C15274,1,High-Spend Transactor,0.179,3.8966,True,1.0.0,0.575
C15275,1,High-Spend Transactor,0.3379,2.7681,True,1.0.0,0.575
C15276,1,High-Spend Transactor,0.5374,3.0425,True,1.0.0,0.575
C15277,2,Revolving Borrower,0.3439,2.679,True,1.0.0,0.45
C15278,1,High-Spend Transactor,0.5423,2.7404,True,1.0.0,0.575
C15279,0,Cash-Advance Reliant,0.6275,2.2446,True,1.0.0,0.45
C15280,1,High-Spend Transactor,0.2538,3.4677,True,1.0.0,0.575
C15281,1,High-Spend Transactor,0.2834,4.2075,True,1.0.0,0.575
C15282,2,Revolving Borrower,0.3359,2.8193,True,1.0.0,0.475
C15283,1,High-Spend Transactor,0.2752,6.0776,True,1.0.0,0.575
C15284,0,Cash-Advance Reliant,0.1648,3.8166,True,1.0.0,0.45
C15285,2,Revolving Borrower,0.3082,2.7336,True,1.0.0,0.45
C15286,0,Cash-Advance Reliant,0.6403,2.1956,True,1.0.0,0.45
C15287,2,Revolving Borrower,0.2728,3.2168,True,1.0.0,0.475
C15288,1,High-Spend Transactor,0.6841,1.6393,True,1.0.0,0.575
C15289,0,Cash-Advance Reliant,0.4907,2.1541,True,1.0.0,0.45
C15290,0,Cash-Advance Reliant,0.6998,1.8824,True,1.0.0,0.45
C15291,0,Cash-Advance Reliant,0.2454,2.8708,True,1.0.0,0.45
C15292,1,High-Spend Transactor,0.6503,1.7447,True,1.0.0,0.575
C15293,1,High-Spend Transactor,0.5478,2.7018,True,1.0.0,0.575
C15294,1,High-Spend Transactor,0.3441,3.9754,True,1.0.0,0.575
C15295,1,High-Spend Transactor,0.4741,3.0489,True,1.0.0,0.575
C15296,2,Revolving Borrower,0.0723,3.399,False,1.0.0,0.45
C15297,0,Cash-Advance Reliant,0.5663,3.0908,True,1.0.0,0.45
C15298,1,High-Spend Transactor,0.2222,4.7146,True,1.0.0,0.575
C15299,0,Cash-Advance Reliant,0.6938,1.8051,True,1.0.0,0.45
C15300,0,Cash-Advance Reliant,0.5657,2.758,True,1.0.0,0.45
C15301,1,High-Spend Transactor,0.2166,5.0223,True,1.0.0,0.575
C15302,1,High-Spend Transactor,0.2872,5.1506,True,1.0.0,0.575
C15303,0,Cash-Advance Reliant,0.6701,2.1034,True,1.0.0,0.45
C15304,1,High-Spend Transactor,0.5345,2.5874,True,1.0.0,0.575
C15305,1,High-Spend Transactor,0.5051,3.5749,True,1.0.0,0.575
C15306,0,Cash-Advance Reliant,0.856,0.8614,True,1.0.0,0.45
C15307,0,Cash-Advance Reliant,0.5613,2.9673,True,1.0.0,0.45
C15308,0,Cash-Advance Reliant,0.7424,1.5176,True,1.0.0,0.45
C15309,1,High-Spend Transactor,0.6561,1.9817,True,1.0.0,0.575
C15310,2,Revolving Borrower,0.552,1.6122,True,1.0.0,0.475
C15311,0,Cash-Advance Reliant,0.6638,2.1719,True,1.0.0,0.45
C15312,1,High-Spend Transactor,0.5171,2.8139,True,1.0.0,0.575
C15313,1,High-Spend Transactor,0.1806,3.7609,True,1.0.0,0.575
C15314,1,High-Spend Transactor,0.1764,4.3267,True,1.0.0,0.575
C15315,1,High-Spend Transactor,0.1535,4.8596,True,1.0.0,0.575
C15316,0,Cash-Advance Reliant,0.6797,1.9175,True,1.0.0,0.45
C15317,0,Cash-Advance Reliant,0.7046,1.8544,True,1.0.0,0.45
C15318,1,High-Spend Transactor,0.4877,3.5398,True,1.0.0,0.575
C15319,1,High-Spend Transactor,0.3231,3.556,True,1.0.0,0.575
C15320,1,High-Spend Transactor,0.3819,3.4576,True,1.0.0,0.575
C15321,2,Revolving Borrower,0.7424,1.4282,True,1.0.0,0.475
C15322,2,Revolving Borrower,0.3783,3.4324,True,1.0.0,0.475
C15323,0,Cash-Advance Reliant,0.6076,2.3922,True,1.0.0,0.45
C15324,1,High-Spend Transactor,0.2625,6.4572,True,1.0.0,0.575
C15325,0,Cash-Advance Reliant,0.2328,6.572,True,1.0.0,0.45
C15326,0,Cash-Advance Reliant,0.3155,2.7065,True,1.0.0,0.45
C15327,2,Revolving Borrower,0.2829,4.1882,True,1.0.0,0.475
C15328,1,High-Spend Transactor,0.5612,2.7356,True,1.0.0,0.575
C15329,0,Cash-Advance Reliant,0.8583,0.8636,True,1.0.0,0.45
C15330,1,High-Spend Transactor,0.6402,1.615,True,1.0.0,0.575
C15331,1,High-Spend Transactor,0.1411,4.2395,False,1.0.0,0.575
C15332,1,High-Spend Transactor,0.5678,2.6947,True,1.0.0,0.575
C15333,0,Cash-Advance Reliant,0.269,2.8714,True,1.0.0,0.45
C15334,2,Revolving Borrower,0.0532,4.0509,False,1.0.0,0.45
C15335,1,High-Spend Transactor,0.5359,2.935,True,1.0.0,0.575
C15336,0,Cash-Advance Reliant,0.8414,0.9828,True,1.0.0,0.45
C15337,0,Cash-Advance Reliant,0.276,6.7033,True,1.0.0,0.45
C15338,2,Revolving Borrower,0.2431,3.908,True,1.0.0,0.475
C15339,1,High-Spend Transactor,0.2655,3.5531,True,1.0.0,0.575
C15341,2,Revolving Borrower,0.5463,2.046,True,1.0.0,0.475
C15342,2,Revolving Borrower,0.1883,3.6318,True,1.0.0,0.475
C15343,2,Revolving Borrower,0.5736,2.336,True,1.0.0,0.475
C15344,2,Revolving Borrower,0.3608,3.8336,True,1.0.0,0.475
C15345,1,High-Spend Transactor,0.5306,2.5759,True,1.0.0,0.575
C15346,1,High-Spend Transactor,0.5252,2.8074,True,1.0.0,0.575
C15347,0,Cash-Advance Reliant,0.2846,3.0039,True,1.0.0,0.45
C15348,1,High-Spend Transactor,0.4137,3.2886,True,1.0.0,0.6
C15349,0,Cash-Advance Reliant,0.3885,4.5277,True,1.0.0,0.45
C15350,0,Cash-Advance Reliant,0.596,2.4493,True,1.0.0,0.45
C15351,1,High-Spend Transactor,0.4272,2.641,True,1.0.0,0.575
C15352,1,High-Spend Transactor,0.5337,2.9359,True,1.0.0,0.575
C15353,1,High-Spend Transactor,0.0837,3.804,False,1.0.0,0.575
C15354,2,Revolving Borrower,0.575,2.8427,True,1.0.0,0.475
C15355,0,Cash-Advance Reliant,0.5114,3.2156,True,1.0.0,0.45
C15356,1,High-Spend Transactor,0.1429,7.3518,False,1.0.0,0.575
C15357,0,Cash-Advance Reliant,0.7667,1.4141,True,1.0.0,0.45
C15358,1,High-Spend Transactor,0.2391,4.4292,True,1.0.0,0.575
C15359,1,High-Spend Transactor,0.2367,3.5352,True,1.0.0,0.575
C15360,0,Cash-Advance Reliant,0.0383,3.5328,False,1.0.0,0.325
C15361,1,High-Spend Transactor,0.2684,3.6126,True,1.0.0,0.575
C15362,2,Revolving Borrower,0.1711,3.193,True,1.0.0,0.45
C15364,2,Revolving Borrower,0.5231,2.9264,True,1.0.0,0.475
C15365,1,High-Spend Transactor,0.2726,4.2548,True,1.0.0,0.575
C15366,1,High-Spend Transactor,0.1897,6.8382,True,1.0.0,0.575
C15367,2,Revolving Borrower,0.1003,4.0689,False,1.0.0,0.45
C15368,1,High-Spend Transactor,0.2187,3.7282,True,1.0.0,0.575
C15369,1,High-Spend Transactor,0.2577,3.7491,True,1.0.0,0.575
C15370,1,High-Spend Transactor,0.2994,3.5945,True,1.0.0,0.575
C15371,1,High-Spend Transactor,0.4145,4.0464,True,1.0.0,0.575
C15372,0,Cash-Advance Reliant,0.019,3.247,False,1.0.0,0.275
C15373,2,Revolving Borrower,0.4549,3.062,True,1.0.0,0.475
C15374,1,High-Spend Transactor,0.2681,3.8498,True,1.0.0,0.575
C15375,1,High-Spend Transactor,0.183,6.9435,True,1.0.0,0.575
C15376,1,High-Spend Transactor,0.3477,3.0804,True,1.0.0,0.575
C15377,1,High-Spend Transactor,0.5906,2.6121,True,1.0.0,0.575
C15378,1,High-Spend Transactor,0.4808,3.5507,True,1.0.0,0.575
C15379,0,Cash-Advance Reliant,0.7151,1.7543,True,1.0.0,0.45
C15380,2,Revolving Borrower,0.4457,2.5551,True,1.0.0,0.475
C15381,1,High-Spend Transactor,0.4117,3.2658,True,1.0.0,0.575
C15382,1,High-Spend Transactor,0.3844,3.3019,True,1.0.0,0.575
C15383,1,High-Spend Transactor,0.5604,2.7916,True,1.0.0,0.575
C15384,0,Cash-Advance Reliant,0.7708,1.3628,True,1.0.0,0.45
C15385,2,Revolving Borrower,0.7206,1.5186,True,1.0.0,0.475
C15386,1,High-Spend Transactor,0.5424,2.3338,True,1.0.0,0.575
C15387,1,High-Spend Transactor,0.2635,4.3231,True,1.0.0,0.575
C15388,0,Cash-Advance Reliant,0.1569,3.3103,True,1.0.0,0.45
C15389,1,High-Spend Transactor,0.5808,2.456,True,1.0.0,0.575
C15390,0,Cash-Advance Reliant,0.6514,2.1006,True,1.0.0,0.45
C15391,1,High-Spend Transactor,0.5239,2.7627,True,1.0.0,0.575
C15392,0,Cash-Advance Reliant,0.7355,1.6082,True,1.0.0,0.45
C15393,2,Revolving Borrower,0.1501,4.6047,True,1.0.0,0.475
C15394,2,Revolving Borrower,0.0685,4.307,False,1.0.0,0.475
C15395,1,High-Spend Transactor,0.4296,3.2135,True,1.0.0,0.575
C15396,1,High-Spend Transactor,0.4608,3.0495,True,1.0.0,0.6
C15397,1,High-Spend Transactor,0.4745,3.5274,True,1.0.0,0.575
C15398,1,High-Spend Transactor,0.43,3.3158,True,1.0.0,0.575
C15399,0,Cash-Advance Reliant,0.8093,1.1466,True,1.0.0,0.45
C15400,0,Cash-Advance Reliant,0.0466,5.2282,False,1.0.0,0.4
C15401,2,Revolving Borrower,0.331,2.6545,True,1.0.0,0.45
C15402,2,Revolving Borrower,0.4457,4.2164,True,1.0.0,0.475
C15403,1,High-Spend Transactor,0.5522,2.6266,True,1.0.0,0.575
C15404,0,Cash-Advance Reliant,0.8558,0.8726,True,1.0.0,0.45
C15405,1,High-Spend Transactor,0.5046,3.2522,True,1.0.0,0.575
C15406,1,High-Spend Transactor,0.2852,4.3341,True,1.0.0,0.575
C15407,1,High-Spend Transactor,0.1623,4.3413,True,1.0.0,0.575
C15408,2,Revolving Borrower,0.2294,4.0969,True,1.0.0,0.475
C15409,1,High-Spend Transactor,0.4556,2.6598,True,1.0.0,0.575
C15410,1,High-Spend Transactor,0.407,2.8383,True,1.0.0,0.575
C15411,2,Revolving Borrower,0.1157,4.3038,False,1.0.0,0.475
C15412,0,Cash-Advance Reliant,0.5099,3.3771,True,1.0.0,0.45
C15413,0,Cash-Advance Reliant,0.8303,1.0611,True,1.0.0,0.45
C15414,1,High-Spend Transactor,0.5668,2.2181,True,1.0.0,0.575
C15415,1,High-Spend Transactor,0.0646,4.6731,False,1.0.0,0.55
C15417,0,Cash-Advance Reliant,0.6705,2.0664,True,1.0.0,0.45
C15418,0,Cash-Advance Reliant,0.7262,1.6392,True,1.0.0,0.45
C15419,0,Cash-Advance Reliant,0.7843,1.2946,True,1.0.0,0.45
C15420,2,Revolving Borrower,0.158,4.6134,True,1.0.0,0.475
C15421,1,High-Spend Transactor,0.2925,3.1702,True,1.0.0,0.575
C15422,0,Cash-Advance Reliant,0.7345,1.5802,True,1.0.0,0.45
C15423,1,High-Spend Transactor,0.4842,2.9242,True,1.0.0,0.575
C15424,1,High-Spend Transactor,0.1534,4.05,True,1.0.0,0.575
C15425,2,Revolving Borrower,0.0451,5.053,False,1.0.0,0.475
C15426,1,High-Spend Transactor,0.3702,3.1367,True,1.0.0,0.6
C15427,1,High-Spend Transactor,0.1542,3.7192,True,1.0.0,0.6
C15428,1,High-Spend Transactor,0.2593,4.1259,True,1.0.0,0.575
C15429,2,Revolving Borrower,0.4484,3.833,True,1.0.0,0.475
C15430,2,Revolving Borrower,0.05,3.6354,False,1.0.0,0.425
C15431,1,High-Spend Transactor,0.4454,2.4017,True,1.0.0,0.575
C15432,0,Cash-Advance Reliant,0.8088,1.1502,True,1.0.0,0.45
C15433,0,Cash-Advance Reliant,0.7937,1.2551,True,1.0.0,0.45
C15435,1,High-Spend Transactor,0.2888,3.943,True,1.0.0,0.575
